大类,子类,文件路径,代码片段,硬编码内容,使用场景,潜在问题,优化建议,意见
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/FluidSolver.ts`,"`c.r *= 0.15, c.g *= 0.15, c.b *= 0.15`",`0.15` (×3),generateColor 亮度缩放,魔法浮点,抽 `SPLAT_COLOR_SCALE`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/FluidSolver.ts`,`Math.floor(h * 6)` / `h * 6 - i`,`6` (×2),HSV 色相分段数,标准算法,可接受,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/FluidConfig.ts`,"`Math.min(1024, overrides.simResolution * 4)`",`1024`、`4`,DYE 分辨率上限和倍率,魔法数字,抽 `MAX_DYE_RESOLUTION`/`SIM_TO_DYE_RATIO`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/FluidConfig.ts`,`(1 - overrides.trailLength) * 4` / `(1 - overrides.flowPersistence) * 4`,`4` (×2),扩散映射系数,魔法数字,抽 `DISSIPATION_RANGE`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/FluidConfig.ts`,`base.TRANSPARENT = true`,`true`,强制透明,覆盖用户配置,改为可配置参数,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.8 helpers/* 全部工具,`src/helpers/note.ts`,"`NOTE_NAMES = [""C"",""C#"",""D"",""D#"",""E"",""F"",""F#"",""G"",""G#"",""A"",""A#"",""B""]`",12 个音名,音名查找表,与 tonal 库重复,可用 `Note.names()` 替代,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.8 helpers/* 全部工具,`src/helpers/note.ts`,"`FLAT = ""♭""` / `SHARP = ""♯""`",Unicode 字符,音乐符号,硬编码,可接受（标准符号）,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.8 helpers/* 全部工具,`src/helpers/note.ts`,"`Range.chromatic([""C4"", ""B4""], ...)`","`""C4""`、`""B4""`",调号音符生成范围,硬编码八度,抽 `KEY_SIG_RANGE_FROM/TO`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.8 helpers/* 全部工具,`src/helpers/note.ts`,`majorKey.alteration > 7` / `< -7`,`7`、`-7`,最大升降号数,音乐理论常量,抽 `MAX_ALTERATION = 7`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.8 helpers/* 全部工具,`src/helpers/note.ts`,`~~((majorKey.alteration + 12) / 12) * -12` (×2),`12` (×4),八度规范化,半音/八度,抽 `SEMITONES_PER_OCTAVE`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.8 helpers/* 全部工具,`src/helpers/midi.ts`,`(m[0] >> 4) << 4`,`4`,提取 MIDI 命令字节,位运算常量,可接受,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.8 helpers/* 全部工具,`src/helpers/midi.ts`,`(m[0] & 0xf) + 1`,`0xf`、`1`,提取 MIDI 通道,MIDI 规范,抽 `CHANNEL_MASK`/`CHANNEL_OFFSET`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.8 helpers/* 全部工具,`src/helpers/midi.ts`,`m[2] * 128 + (m[1] ?? 0)`,`128`,14-bit MIDI 值 MSB 乘数,`128 = 2^7`,抽 `MIDI_DATA_MSB = 128`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.8 helpers/* 全部工具,`src/helpers/array.ts`,`if (i === j && d[i][j] > 4) return n`,`4`,Levenshtein 提前剪枝阈值,魔法数字,抽 `LEVENSHTEIN_EARLY_EXIT_THRESHOLD`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.8 helpers/* 全部工具,`src/helpers/storage.ts`,"`createLogger(""Storage"")`","`""Storage""`",日志标签,硬编码,可接受,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.9 Layout 剩余组件,"`src/views/Layout/AppBreadcrumb.vue` L15, L22, L26","`:size=""12""` / `:size=""14""`",`12`、`14`,图标尺寸,魔法数字,抽 `ICON_SIZE_XS`/`SM`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.9 Layout 剩余组件,`src/views/Layout/AppBreadcrumb.vue` L51-57,`MDI_TO_ICON` 映射,"`""mdi-home""`/`""home""` 等 7 组",MDI→内部图标名映射,硬编码映射,抽到独立 constants 文件,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.9 Layout 剩余组件,`src/views/Layout/AppBreadcrumb.vue` L60,`(MDI_TO_ICON[mdiName] \,\,"""home"")`","`""home""`",默认图标,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.9 Layout 剩余组件,`src/views/Layout/AppBreadcrumb.vue` L69-70,"`to: ""/home""` / `route.path === ""/home"" \",\,"route.path === ""/""`","`""/home""`、`""/""`",首页路由,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.9 Layout 剩余组件,`src/views/Layout/AppBreadcrumb.vue` L156-272,`gap: 2px` / `4px` / `padding: 4px 8px` / `border-radius: 6px` / `font-size: 0.8125rem` / `max-width: 120px`/`200px`/`60px` 等,大量 CSS 数值,面包屑样式,大量魔法数字,抽 CSS 变量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.9 Layout 剩余组件,`src/views/Layout/AppBreadcrumb.vue` L191-193,"`transition: background-color 0.15s, color 0.15s`",`0.15s`,过渡时长,魔法数字,抽 `TRANSITION_FAST`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.9 Layout 剩余组件,"`src/views/Layout/AppBreadcrumb.vue` L237, L262",`@media (max-width: 768px)` / `@media (max-width: 480px)`,`768px`、`480px`,响应式断点,与 Tailwind 重复 / 非标准,引用共享断点,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.9 Layout 剩余组件,`src/views/Layout/QuickChangeKeyToolbar.vue` L32-44,"`keyChoices = [""C"", ""G"", ""D"", ""A"", ""E"", ""B"", ""F#"", ""Db"", ""Ab"", ""Eb"", ""Bb"", ""F""]`",12 个调号字符串,调号选项,硬编码音乐调号列表,抽到 music theory constants,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.9 Layout 剩余组件,"`src/views/Layout/LatencyMonitor.vue` L4, L12","`currentLatency.toFixed(3)` / `highestLatency.toFixed(3)` + `""ms""`","`3`、`""ms""`",延迟精度与单位,硬编码精度,抽 `LATENCY_PRECISION`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/main.ts`,"`api.on(""file:opened"", ...)` / `""midi:refresh-devices""` / `""midi:settings""`",3 个 Tauri 事件名,Tauri 事件监听,散布在代码中,抽 `TAURI_EVENTS` 常量对象,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/main.ts`,"`app.mount(""#app"")`","`""#app""`",Vue 挂载选择器,Vue 约定,可接受,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/utils/logger.ts`,"`level: import.meta.env.DEV ? ""debug"" : ""warn""`","`""debug""`、`""warn""`",日志级别,硬编码,可接受（pino 规范）,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/utils/PerlinNoise1D.ts`,`new Uint8Array(256)` / `i < 256` / `new Uint8Array(512)` / `i < 512`,`256`、`512`,排列表大小,标准 Perlin noise 参数,抽 `PERMUTATION_SIZE`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/utils/PerlinNoise1D.ts`,`s = (s * 16807 + 0) % 2147483647`,`16807`、`0`、`2147483647`,LCG 伪随机数参数,经典 MINSTD 参数,抽 `LCG_MULTIPLIER`/`LCG_MODULUS`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/utils/PerlinNoise1D.ts`,`p[i & 255]` / `Math.floor(x) & 255`,`255`,排列表索引掩码,`255 = 256 - 1`,用 `PERMUTATION_SIZE - 1`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/utils/PerlinNoise1D.ts`,`this.permutation[a] / 128 - 1` (×2),`128`、`1`,"梯度映射到 [-1,1]",`128 = 256/2`,用 `PERMUTATION_SIZE / 2`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/utils/PerlinNoise1D.ts`,`step = 0.1`,`0.1`,默认采样步长,魔法浮点,抽 `DEFAULT_NOISE_STEP`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/utils/utils.ts`,"`navigator?.language?.split(""-"")[0] \",\,"""zh""`","`""-""`、`""zh""`",默认语言和分隔符,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/locales/i18n.ts`,"`fallbackLocale: ""en""`","`""en""`",i18n 回退语言,硬编码,抽 `FALLBACK_LOCALE`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/constants/icon-paths.ts`,`ICON_PATHS` 全部 SVG path data,7 个长 SVG 路径字符串,图标 SVG 路径数据,大量硬编码路径,可接受；如需动态可改用图标字体,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/constants/icon-paths.ts`,"`ICON_PATHS[""mdi-circle-outline""]`","`""mdi-circle-outline""`",默认图标键名,硬编码,抽 `DEFAULT_ICON_NAME`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/components/ThemeSwitcher.vue`,"两个 `<path d=""...""/>`",长 SVG path 字符串,日/月图标,内联 SVG 硬编码,改用 SF Symbols 或图标组件,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/components/SettingsDrawer/SettingsDrawer.vue`,"`if (e.key !== ""Escape"") return`","`""Escape""`",ESC 键关闭,硬编码键名,抽 `CLOSE_KEY`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/components/SettingsDrawer/SettingsDrawer.vue`,`transition: transform 0.3s ease`,`0.3s`,抽屉动画时长,魔法数字,抽 CSS 变量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/components/SettingsButton/SettingsButton.vue`,"`size=""16""`",`16`,图标尺寸,魔法数字,抽 `SETTINGS_ICON_SIZE`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/components/Settings/SettingsCollapse.vue`,"`:size=""18""`",`18`,折叠图标尺寸,魔法数字,抽常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/components/Settings/SettingsThemeColorPicker.vue`,"`lightColors = new Set([""primary-content"", ""secondary-content"", ...])`",7 个颜色名,浅色判断集合,硬编码颜色名列表,可接受（daisyUI 约定），应注释依赖,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/composables/useNotes.ts`,"`accidentals = ""flat""`, `key = ""C""`, `midiChannel = 0`, `useSustain = true`, `detectOnRelease = true`, `namespace = ""debugger""`",多个默认值,默认配置,与 useNoteConfig 重复,统一到 useNoteConfig,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/composables/useNoteConfig.ts`,"`toGetter(options.accidentals, ""flat"")` / `options.key, ""C""` / `options.namespace ?? ""debugger""`","`""flat""`、`""C""`、`""debugger""`",默认值,与 useNotes 重复,单一定义源,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/composables/useMidiLearn.ts`,`MIDI_CMD_NOTE_ON = 0x90` / `(status & 0xf0)` / `(status & 0x0f) + 1`,`0x90`、`0xf0`、`0x0f`、`1`,MIDI 命令解析,MIDI 规范常量,抽 `STATUS_MASK`/`CHANNEL_MASK`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/composables/useMidiMessage.ts`,"`namespace: string = ""debugger""`","`""debugger""`",默认命名空间,多处重复,统一 `DEFAULT_MIDI_NAMESPACE`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.10 其他工具文件,`src/composables/useMidiLatency.ts`,"`filterDevice = ""*""`","`""*""`",默认设备过滤通配符,魔法字符串,抽 `ALL_DEVICES_FILTER`,
